TIME,TIME_seconds,VE,Vt,RR,VO2,VO2_kg,VCO2,RER,VE1,VE2,FEO2,FECO2,WorkR,PetCO2,PetO2
 3:55,235,19.44534302,1.144679189,16.99716759,1.218273878,11.29076767,0.766335785,0.670412123,19.68692207,28.850914,15.18025208,4.233848572,50,31.92868614,112.2496109
 3:58,238,21.16018677,1.159056664,16.75977707,1.295097589,12.00275803,0.930932224,0.714499712,21.33884239,29.51179123,15.53111458,4.160307884,50,31.54066658,113.8280411
 4:02,242,22.80500793,1.633963346,14.66992664,1.452633977,13.46278,0.926005602,0.679069936,19.06156158,28.43321991,14.9995327,4.275250435,50,33.77264786,111.8782196
 4:06,246,18.74974632,1.144679189,22.98850632,1.178926826,10.9261055,0.766335785,0.64519155,19.38779449,28.27179909,14.94271851,4.339230537,50,32.51539993,111.5068283
 4:10,250,17.55532646,1.299347758,13.88888931,1.178926826,10.9261055,0.74016118,0.708860755,20.23994064,29.51179123,15.30014706,4.158177376,50,31.66972923,112.8995514
 4:14,254,20.06457329,1.604711652,14.35406685,1.452633977,13.46278,0.956204474,0.701927483,19.09823418,28.43321991,15.0262928,4.275250435,50,32.71222687,110.4855042
 4:18,258,21.54741096,1.466414213,15.78947353,1.178926826,10.9261055,0.857986987,0.692005932,19.56178093,29.08327675,15.21819496,4.200011253,50,31.99360085,113.0852509
 4:22,262,21.20225525,1.723413587,14.66992664,1.429335237,13.24685097,1.07389605,0.693093896,19.09823418,28.94351768,15.01989079,4.232569218,50,31.73436546,111.5068283
 4:25,265,21.20533752,1.353830099,16.75977707,1.295097589,12.00275803,0.930932224,0.763815522,22.46209717,29.00564766,15.8054781,4.200011253,50,31.99360085,117.4491272
 4:30,270,23.07764244,1.643937588,14.66992664,1.388596892,12.86929417,1.07389605,0.700053394,19.19038391,28.99847221,15.02395916,4.224909306,50,32.31920624,111.7853699
 4:38,278,23.07764244,1.63160181,13.54401779,1.429335237,13.24685097,1.027615309,0.700053394,18.72189331,28.94351768,14.83401775,4.255684853,50,32.18875504,110.206955
 4:43,283,19.45870018,1.353123307,16,1.002227664,9.288486481,0.777718723,0.665702283,18.72189331,28.43321991,14.77735233,4.296650887,50,32.71222687,110.206955
 4:47,287,20.69371414,1.353123307,14.96259308,1.12510705,10.42731285,0.850990772,0.787422657,24.53654099,28.99847221,16.1852951,4.200011253,50,32.38453674,119.8631897
 4:51,291,21.54741096,1.466414213,14.92537308,1.130492568,10.47722435,0.898454905,0.814397752,23.87665176,29.17862129,15.93697929,4.195594311,50,31.54066658,117.6348267
 4:55,295,17.19403458,1.332582951,14.74201488,0.901839793,8.358107567,0.665380359,0.75325352,21.45268631,29.3106308,15.52412605,4.144367695,50,31.66972923,114.8493729
 4:59,299,19.45870018,1.353830099,16.99716759,1.118550062,10.36654377,0.838001192,0.650700033,19.66007423,27.67854309,15.18025208,4.440856457,50,34.24228668,112.8995514
 5:03,303,20.78678513,1.353123307,14.66992664,1.130492568,10.47722435,0.857986987,0.787422657,23.23653412,28.35948563,16.04896355,4.319983482,75,34.98737717,115.1279221
 5:08,308,21.54741096,1.402703404,15.91511917,1.12510705,10.42731285,0.8558833,0.798965514,23.64874458,27.50957298,15.93697929,4.466889858,75,40.23109436,118.3776245
 5:12,312,21.88677979,1.402717829,15.91511917,1.118550062,10.36654377,0.898038089,0.814397752,24.07069969,27.14744377,15.97556019,4.518422604,75,43.00961304,117.9133759
 5:16,316,21.88677979,1.290369987,17.39130402,1.175726414,10.89644527,0.850990772,0.692005932,19.9047718,28.23491859,15.21819496,4.337329865,75,32.71222687,112.8995514
 5:20,320,15.35432243,1.27096808,13.5746603,0.745690286,6.91093874,0.625909984,0.739070535,21.27557755,27.51875877,15.53045559,4.425216675,75,34.98737717,115.5921631
 5:24,324,19.45630455,1.312252045,14.74201488,1.002227664,9.288486481,0.802823961,0.715772092,20.96370316,28.08279419,15.38338184,4.395378113,75,33.37287903,114.1065903
 5:28,328,20.67888641,1.312252045,14.66992664,1.12510705,10.42731285,0.920670629,0.831199348,23.69803619,28.00545692,15.93697929,4.395378113,81,40.23109436,117.9133759
 5:32,332,22.68988991,1.467895746,13.54401779,1.340489149,12.42343998,0.958961129,0.693093896,19.16941071,27.50957298,14.9995327,4.450930119,75,33.83952713,111.4139862
 5:36,336,25.24936676,1.705232382,15.34526825,1.618240476,14.99759483,1.119054198,0.693479002,19.19038391,27.61458778,14.9995327,4.450930119,75,33.97349548,111.4139862
 5:40,340,25.63928986,1.651931286,14.96259308,1.618240476,14.99759483,1.119054198,0.700053394,19.05267715,28.00545692,15.0262928,4.327540398,81,32.64654922,111.3211441
 5:44,344,26.47370148,1.524101138,15.34526825,1.669455767,15.47224998,1.119054198,0.693093896,18.39916611,27.14744377,14.78100967,4.518422604,75,33.70584869,110.7640457
 5:48,348,20.67888641,1.489947319,13.5746603,1.08626163,10.06729984,0.862910569,0.760798097,21.10938644,26.9502449,15.52000046,4.499067307,81,33.50584793,115.4993286
 5:54,354,19.78043175,1.421240568,12.76595783,1.08626163,10.06729984,0.777718723,0.739070535,21.27350426,27.58174324,15.51160526,4.450930119,75,34.24228668,114.7565308
 5:58,358,20.06457329,1.489947319,13.45291519,1.20206964,11.14058971,0.898038089,0.690546274,20.27654457,26.9502449,15.32188892,4.499067307,81,34.78330612,112.8067017
 6:02,362,21.54741096,1.466414213,16.04277992,1.292914987,11.98252964,0.956204474,0.712608516,20.96370316,27.48570442,15.38338184,4.466889858,75,35.05554199,114.663681
 6:06,366,17.46137047,1.370679498,13.82488441,1.08626163,10.06729984,0.763961315,0.650700033,19.16990089,27.41803932,14.91746426,4.435615063,100,33.50584793,110.206955
 6:09,369,19.85021973,1.421240568,12.0967741,1.340489149,12.42343998,0.905109525,0.76859194,21.032341,26.95202255,15.39796734,4.499067307,100,34.30966568,113.6423492
 6:14,374,15.70325089,1.023778439,13.79310322,1.08626163,10.06729984,0.763961315,0.715772092,20.19177818,28.45011902,15.36379051,4.306302071,102,32.64654922,112.8995514
 6:18,378,18.98332214,1.293242455,13.79310322,1.08626163,10.06729984,0.756509304,0.706375778,19.9047718,28.51737022,15.1665802,4.306302071,100,33.77264786,112.8995514
 6:23,383,21.17337608,1.353830099,16.75977707,1.222329974,11.3283596,0.898038089,0.701785564,20.03853989,26.48098564,15.32188892,4.621455669,100,35.26047516,114.1065903
 6:27,387,37.05343246,2.533761501,9.933774948,2.276943684,21.10235023,1.698794246,0.712608516,18.72189331,26.82864189,14.78148365,4.617259502,102,35.26047516,110.7640457
 6:32,392,25.50102425,1.847117782,13.39285755,1.593743205,14.7705574,1.119054198,0.714354992,18.55715179,26.28781891,14.86263466,4.652362347,100,35.26047516,110.3926468
 6:36,396,25.24936676,1.651931286,13.39285755,1.593743205,14.7705574,1.11846602,0.703601718,18.72189331,26.54567719,14.78100967,4.621455669,100,35.12377548,110.206955
 6:39,399,23.07764244,1.54211235,15.70680618,1.373192549,12.72652912,1.099442244,0.765885353,20.0586834,28.16284943,15.12630272,4.362147808,100,33.70584869,112.5281677
 6:43,403,37.5098114,2.447978258,12.71186447,2.276943684,21.10235023,1.698794246,0.726744115,19.18901253,26.76906967,14.93338966,4.623717785,100,34.85125732,110.1141129
 6:47,407,22.68988991,1.54211235,15.07537651,1.510128021,13.9956255,0.964755893,0.747423351,19.66007423,26.24313736,15.12630272,4.65703392,100,35.26047516,112.6210098
 6:53,413,26.14888573,2.142641783,7.317072868,1.393895388,12.91839981,1.099442244,0.712608516,19.06156158,26.49402618,14.98903656,4.561451912,100,35.05554199,110.8568954
 6:57,417,27.10022926,2.684002399,12.71186447,1.514128685,14.0327034,1.295210719,0.749953389,19.52157784,26.87331963,15.07361317,4.556796074,100,34.30966568,112.4353256
 7:01,421,26.64362717,1.685506582,15.34526825,1.590465426,14.74018002,1.306245327,0.749953389,19.66480255,26.24222565,15.05831337,4.652362347,100,34.98737717,112.0639191
 7:05,425,29.83955765,3.494350433,11.83431911,2.276943684,21.10235023,1.598160625,0.788755178,19.03263855,25.75085831,14.8551321,4.753558636,125,35.67230225,110.4854965
 7:09,429,28.39060402,1.905382872,11.83431911,1.514128685,14.0327034,1.295210719,0.77243948,19.66480255,25.82699776,15.0388155,4.750156403,125,35.67230225,111.4139862
 7:13,433,26.14888573,1.458341837,16.30434799,1.510128021,13.9956255,1.099442244,0.807048321,21.16803932,25.97233391,15.39593124,4.713223457,125.0000076,35.87919617,113.6423492
 7:17,437,39.68403625,3.562431097,11.34215641,2.694927454,24.97615814,1.962550282,0.741134167,18.2322216,25.45932007,14.7579155,4.807553768,125,36.29496384,110.4854965
 7:21,441,31.55787659,2.83715415,12.71186447,2.034933329,18.85943794,1.544591904,0.741990805,19.03263855,25.50166702,14.86263466,4.807373524,125,36.64344788,110.1141129
 7:25,445,32.95232391,2.813392401,12.71186447,1.948809266,18.06125259,1.476325154,0.747689128,19.59348488,25.4373188,15.04132652,4.807373524,125,36.64344788,112.1567688
 7:28,448,26.47370148,1.597246766,16.52892494,1.583164096,14.67251205,1.222196937,0.747689128,19.75948143,26.51826477,15.0792017,4.572880268,125,35.26047516,112.1567688
 7:33,453,31.34745407,2.592249393,10.6007061,2.034933329,18.85943794,1.544591904,0.754284799,19.66480255,25.6767292,14.98069286,4.753558636,125,35.46606064,112.1567688
 7:37,457,26.05524826,1.829529047,18.29268265,1.708213568,15.83145046,1.221974969,0.759545684,19.55557632,26.28781891,15.12630272,4.665277958,125,35.3289299,112.1567612
 7:41,461,27.04021072,1.829529047,14.88833714,1.708213568,15.83145046,1.244444966,0.757552385,19.59348488,26.16024399,15.07361317,4.689401627,125,35.60348129,112.1567688
 7:45,465,25.24936676,1.564062834,14.99999905,1.563942552,14.49437046,1.185485959,0.759545684,19.60017395,26.28781891,15.0792017,4.656248569,125,35.12377548,112.0639267
 7:49,469,24.73818588,1.847117782,18.29268265,1.64718616,15.26585865,1.179658055,0.747689128,19.60017395,25.82307434,15.03989887,4.750156403,125,35.94830704,110.4855042
 7:53,473,30.62347412,1.911689997,13.54401779,1.948809266,18.06125259,1.40277648,0.752551198,19.35894775,25.82699776,15.0388155,4.740332603,125.0000076,35.87919617,111.8782196
 7:58,478,35.65868759,3.589641094,14.56310654,2.05247426,19.02200317,1.631932735,0.754284799,19.55557632,25.96801567,15.09483242,4.729147434,125,35.67230225,112.2496185
 8:01,481,24.22676277,1.685506582,14.99999905,1.695158362,15.71045685,1.180903673,0.747689128,19.75948143,26.07687759,15.03989887,4.689401627,125,35.74119186,111.9710693
 8:04,484,26.90880203,1.524101138,15.8730154,1.648356795,15.27670765,1.295210719,0.773277462,20.60884476,25.94287682,15.27332306,4.729147434,150,35.67230225,113.1781006
 8:08,488,28.39060402,1.709286094,16.52892494,1.695158362,15.71045685,1.295210719,0.748573542,19.75948143,25.46675301,14.9697113,4.807373524,147,36.29496384,110.8568954
 8:11,491,26.47370148,1.723413587,13.85681248,1.538364291,14.25731468,1.221974969,0.780023336,19.41494179,25.65728569,15.05831337,4.753558636,147,35.67230225,112.2496185
 8:15,495,26.47370148,1.617200255,15.8730154,1.648356795,15.27670765,1.222196937,0.76500392,19.73843002,25.82699776,15.05831337,4.735320091,147,35.46606064,112.0639114
 8:19,499,27.95462799,1.272364616,15.50387573,1.538364291,14.25731468,1.306245327,0.792453051,21.73064232,25.50166702,15.52073288,4.810956955,150,36.92356873,114.6636734
 8:24,504,36.54463577,2.417354345,16.39344215,2.104753733,19.50652122,1.698794246,0.780023336,19.16990089,25.03090477,14.93338966,4.883720875,149.9999847,36.85342789,110.6712036
 8:28,508,26.64362717,1.651931286,16.52892494,1.617970705,14.9950943,1.306245327,0.771390617,19.66480255,24.56141472,15.0792017,4.976504326,150.0000153,37.62904358,112.2496185
 8:32,512,26.73058128,1.524101138,14.56310654,1.617970705,14.9950943,1.221974969,0.748573542,19.59348488,25.50166702,15.0792017,4.810956955,150,36.92356873,112.1567688
 8:36,516,33.29458237,1.911689997,15.8730154,1.769919157,16.40332794,1.40277648,0.764064729,20.01600075,24.58476067,15.09483242,4.976843834,150,37.55815887,112.1567688
 8:40,520,35.6901207,2.502631187,15.8730154,2.218904734,20.56445503,1.698794246,0.761435032,18.47537422,25.20966911,14.78148365,4.862494946,150,37.91332626,109.6498642
 8:44,524,32.95232391,3.494350433,12.76595783,2.098879814,19.45208359,1.548674345,0.748573542,19.18901253,24.38753319,14.92067909,4.998583794,150.0000153,37.34595871,109.4641571
 8:49,529,42.82992172,3.183609247,12.34567928,2.667434692,24.72135925,1.997302771,0.792453051,19.60017395,25.03090477,15.04525471,4.883720875,151,37.2048645,112.0639114
 8:54,534,30.62347412,1.845905304,16.39344215,2.098879814,19.45208359,1.548674345,0.761435032,18.89058113,24.99203491,14.93338966,4.896496773,150,36.43413162,110.3926468
 8:57,537,29.83955765,1.911689997,15.50387573,1.769919157,16.40332794,1.521696568,0.829868555,21.2187748,24.34417534,15.25307083,4.991945744,150,37.84214401,113.8280487
 9:01,541,30.62347412,1.896521091,13.92111301,1.877593756,17.4012394,1.521696568,0.813637674,21.21943855,24.56141472,15.39593124,4.976504326,150,37.55815887,113.7352066
 9:05,545,37.26283264,2.255424023,18.69158936,2.130380869,19.74403,1.695267439,0.815143347,20.4061985,24.83541679,15.09457588,4.92942524,175,38.41370392,110.4854965
 9:09,549,31.34745407,2.004223585,16.57458496,1.997206807,18.50979424,1.580402493,0.829868555,21.27557755,25.60463142,15.52073288,4.805685997,175,36.36450577,114.8493805
 9:13,553,43.98063278,3.562431097,12.34567928,2.715837717,25.16995049,2.278175592,0.805850387,20.0586834,24.04258347,15.11768818,5.106066227,175,37.98458481,112.5281677
 9:17,557,30.62347412,1.731084943,18.29268265,1.938803196,17.96851921,1.521696568,0.832167208,21.21784019,25.60463142,15.52073288,4.811153412,175,36.92356873,114.6636734
 9:20,560,37.05343246,2.443053007,15.8311348,2.306291819,21.37434387,1.772833109,0.805492163,19.97926331,24.19184875,15.11768818,5.063464165,175,38.27035904,112.3424606
 9:24,564,41.90109634,2.447978258,14.42307663,2.247730017,20.831604,2.020976782,0.805492163,20.01600075,24.23326111,15.11768818,5.044420242,175,38.27035904,112.5281677
 9:28,568,41.83221054,2.260611773,16.62049866,2.129808426,19.73872375,2.020976782,0.815143347,21.032341,24.79316521,15.45171738,4.922847748,175,37.55815887,114.8493805
 9:31,571,43.98063278,3.183609247,11.6279068,2.715837717,25.16995049,2.187586069,0.805409729,19.60017395,24.23326111,15.03140163,5.044420242,175,38.55735016,111.6925201
 9:35,575,41.90109634,2.915215492,14.42307663,2.539060593,23.53160858,2.062667131,0.805409729,19.35894775,24.1106739,14.9802494,5.056973457,175,38.55735016,112.1567764
 9:38,578,35.73690796,2.405614138,19.48051834,2.152796745,19.9517765,1.739004254,0.805492163,19.58232498,25.03090477,15.04525471,4.891535759,175,37.55815887,112.435318
 9:42,582,41.83221054,2.533761501,14.42307663,2.247730017,20.831604,1.926655769,0.805850387,19.16990089,24.23326111,14.8551321,5.043289661,175,43.31647873,109.6498642
 9:46,586,41.59497833,2.533761501,14.42307663,2.205511808,20.44033241,1.926655769,0.823787153,20.08112526,24.23582268,15.19900227,5.063464165,175,38.27035904,112.8995514
 9:50,590,48.07392883,3.183609247,11.92842865,2.77758646,25.74222755,2.35082531,0.805409729,19.41494179,24.0069561,15.04525471,5.081439018,178,39.42556381,112.2496185
 9:55,595,41.90109634,2.260611773,16.48351669,2.603721142,24.13087273,2.044984102,0.807994723,19.73843002,24.61625481,15.03140163,4.963832378,175,37.34595871,112.1567764
 9:58,598,41.90109634,2.915215492,14.42307663,2.603721142,24.13087273,1.962550282,0.805409729,20.01646233,24.40599632,15.13237381,5.013803959,178,37.98458481,112.5281677
10:02,602,40.86750412,2.447978258,14.42307663,2.355753183,21.8327446,1.997302771,0.850617945,20.11933899,24.47459412,15.19900227,5.001870155,175,37.55815887,113.6423492
10:06,606,41.90109634,2.00459528,36.36363602,2.355753183,21.8327446,1.962550282,0.86128819,20.60884476,26.18859482,15.35955238,4.702739239,200,36.85342789,113.9208908
10:09,609,49.73901749,3.08220315,14.42307663,2.603721142,24.13087273,2.34894228,0.846355379,20.0586834,24.07929802,15.18404293,5.095541954,200,38.41370392,113.1781006
10:13,613,48.74718094,3.589641094,9.917355537,2.56769371,23.79697609,2.372429371,0.86128819,21.27350426,23.7576313,15.38958645,5.22040987,200,38.55735016,112.8067017
10:16,616,46.70331573,2.955099821,9.917355537,2.866476297,26.56604576,2.449099541,0.859786212,21.16803932,23.87595367,15.38958645,5.106066227,200,38.70128632,113.7352066
10:20,620,49.23361206,2.7007339,36.36363602,2.866476297,26.56604576,2.449099541,0.85439378,21.02757645,24.04258347,15.26401329,5.123288631,200,38.91777802,111.599678
10:23,623,34.61215973,1.892131448,16.4383564,2.240854502,20.76788139,1.728500128,0.846355379,19.9952774,24.42298317,15.16849518,4.991945744,200,37.98458481,114.0137482
10:27,627,46.51212311,2.395767212,16.4383564,2.541241646,23.55182266,2.188741446,0.857453942,20.08112526,24.63002205,15.13048172,4.963832378,200,37.41662216,112.3424606
10:32,632,34.34173584,2.27742672,17.96407127,2.042544842,18.92997932,1.728500128,0.859786212,21.83720016,24.71234703,15.55740547,4.935199261,200,38.05591965,115.4993286
10:34,634,48.74718094,2.7007339,21.2014122,2.777686119,25.74315262,2.35082531,0.859786212,20.65638924,23.7576313,15.31262684,5.095541954,200,38.41370392,114.4779816
10:37,637,50.85761261,2.267487049,20.27026939,2.774612665,25.71466827,2.551987171,0.880701005,20.82638168,24.04258347,15.35955238,5.081439018,200,38.48548889,114.5708313
10:41,641,51.30649185,2.709048748,21.2014122,2.774612665,25.71466827,2.541935682,0.883859396,20.58185387,23.99495316,15.35955238,5.081439018,200,38.27036285,114.0137329
10:44,644,56.22093201,2.983646631,15.15151501,2.867001295,26.57091141,2.641189337,0.88734448,21.40277481,24.07453918,15.37688828,5.123288631,200,38.91777802,113.8280487
10:47,647,48.81169128,2.589801311,20.20202065,2.867001295,26.57091141,2.443604231,0.886618257,22.25134277,24.7105484,15.61995983,4.935199261,200,38.41370392,116.1492538
10:50,650,54.04916763,1.93982172,18.51851845,2.723011494,25.23643684,2.665620565,0.88734448,23.33660316,24.91352844,15.66008091,4.915687561,200,38.41370392,116.1492538
10:54,654,58.39736557,2.675433636,20.47781563,3.04853034,28.25329208,3.040994406,0.888021827,21.76128578,24.04258347,15.39582443,5.095541954,200,38.41370392,114.5708313
10:57,657,48.31225967,2.928365469,20.47781563,2.855774403,26.46686172,2.443604231,0.891248405,21.99642754,24.46120834,15.52909279,4.998908043,200,37.70000076,113.5494995
11:00,660,63.50658035,3.947525501,15.26717567,3.04853034,28.25329208,3.019991636,0.898745358,21.60049057,24.47808838,15.45326996,4.990396023,200,37.62904358,114.6636734
11:04,664,54.02547455,3.603494406,16.66666603,2.774612665,25.71466827,2.656120777,0.904190481,22.25165367,24.58476067,15.59974003,4.975655079,225,37.62904358,116.1492538
11:07,667,55.25361252,3.632757425,15.70680618,3.04853034,28.25329208,2.84574914,0.893714607,21.40277481,23.7576313,15.39582443,5.095541954,225,38.41370392,113.2709503
11:10,670,52.50947571,2.267487049,19.8675499,2.724216938,25.24760818,2.551987171,0.901038051,23.04120445,25.05856514,15.81166172,4.896420002,225,38.05592346,115.963562
11:13,673,53.42686081,2.985603571,17.7514801,2.958716154,27.42090988,2.541935682,0.896456718,21.76128578,24.27477646,15.48396015,5.066117764,225,38.27036285,115.4064713
